method,sample_id,true_Shannon_specific,predicted_Shannon_specific,Shannon_signed_error,Shannon_absolute_error,n_shallow_repeats
Random Forest,SRS2821972,3.413670781005888,3.299929507663397,-0.11374127334249043,0.11374127334249043,5
Random Forest,SRS2821987,2.8812514319372973,2.7934842844902557,-0.0877671474470417,0.0877671474470417,5
Random Forest,SRS2821991,2.9805544008474225,2.89902456820528,-0.08152983264214271,0.08152983264214271,5
Random Forest,SRS2822000,3.34289234206564,3.241183612696838,-0.10170872936880135,0.10170872936880135,5
Random Forest,SRS2822019,3.1139665345047525,2.9938822335621182,-0.12008430094263414,0.12008430094263414,5
Random Forest,SRS2822023,3.134208059024172,3.0440938299049094,-0.09011422911926266,0.09011422911926266,5
Random Forest,SRS2822025,3.117088219918426,3.042594889888537,-0.07449333002988894,0.07449333002988894,5
Random Forest,SRS2822026,2.829339902746498,2.7977678726579347,-0.03157203008856335,0.03157203008856335,5
Random Forest,SRS2822053,2.664611428402899,2.591443355527359,-0.07316807287554009,0.07316807287554009,5
Random Forest,SRS2822060,2.4478443529040574,2.341429923964504,-0.10641442893955348,0.10641442893955348,5
Random Forest,SRS2822063,2.5139087327763376,2.3962023221082758,-0.11770641066806169,0.11770641066806169,5
Random Forest,SRS2822068,3.109956045955932,3.016876281046045,-0.09307976490988681,0.09307976490988681,5
Random Forest,SRS2822077,2.702068618432534,2.638043453740397,-0.06402516469213752,0.06402516469213752,5
Random Forest,SRS2822080,2.768238207565341,2.674585197803927,-0.09365300976141437,0.09365300976141437,5
Random Forest,SRS2822089,3.3832583694269935,3.285186598163957,-0.09807177126303657,0.09807177126303657,5
Random Forest,SRS2822111,2.8611464909844337,2.7832086300758756,-0.07793786090855806,0.07793786090855806,5
Random Forest,SRS2822116,2.82737878440335,2.754095494034892,-0.07328329036845815,0.07328329036845815,5
Random Forest,SRS2822120,3.3836043951613917,3.2749144556980014,-0.10868993946338996,0.10868993946338996,5
Random Forest,SRS2822122,3.070984392409383,2.977268833001707,-0.09371555940767581,0.09371555940767581,5
Random Forest,SRS2822125,2.6698426233594805,2.596404001486013,-0.07343862187346764,0.07343862187346764,5
Random Forest,SRS2822129,3.4551728977876524,3.3593021128864313,-0.09587078490122077,0.09587078490122077,5
Random Forest,SRS2822133,3.4200752073630327,3.3464714462879273,-0.07360376107510529,0.07360376107510529,5
Random Forest,SRS2822136,2.6450815883691248,2.5978213503951215,-0.04726023797400325,0.04726023797400325,5
Random Forest,SRS2822149,2.9201903956302875,2.846817718578314,-0.07337267705197333,0.07337267705197333,5
Random Forest,SRS2822153,3.405508472101198,3.3168867511961166,-0.08862172090508143,0.08862172090508143,5
Random Forest,SRS2822168,2.4419744313290503,2.3827846395227135,-0.05918979180633706,0.06705718551113708,5
Random Forest,SRS2822180,2.4467500333402774,2.3860015845098816,-0.06074844883039576,0.06074844883039576,5
Random Forest,SRS2822183,3.5571692560223966,3.449149699155119,-0.10801955686727824,0.10801955686727824,5
Random Forest,SRS2822185,3.4924850436163126,3.4133116952063545,-0.07917334840995824,0.07917334840995824,5
Random Forest,SRS2822218,2.6142413719020747,2.574666262478987,-0.03957510942308788,0.04170559139728978,5
Random Forest,SRS2822220,3.15202772335828,3.107399872031268,-0.04462785132701184,0.04462785132701184,5
Random Forest,SRS2822230,3.129526357812949,3.0332846679910412,-0.09624168982190788,0.09624168982190788,5
Random Forest,SRS2822236,2.758678151660981,2.713053995156238,-0.04562415650474279,0.04562415650474279,5
Random Forest,SRS2822240,2.518745363861797,2.508445951541243,-0.010299412320554247,0.01184572977529541,5
Random Forest,SRS2822243,2.9965740748605794,2.9268333950126753,-0.06974067984790429,0.06974067984790429,5
Random Forest,SRS2822253,3.323932394625328,3.2254677613340474,-0.09846463329127966,0.09846463329127966,5
Random Forest,SRS2822256,2.832763944560189,2.7275712137914128,-0.10519273076877651,0.10519273076877651,5
Random Forest,SRS2822262,2.832128864141114,2.7712789582922506,-0.06084990584886389,0.06084990584886389,5
Random Forest,SRS2822268,2.8038321473150463,2.719663662811361,-0.08416848450368493,0.08416848450368493,5
Random Forest,SRS2822269,2.830398377321229,2.725062933228357,-0.1053354440928719,0.1053354440928719,5
Random Forest,SRS2822275,2.907589981626485,2.803117564788474,-0.10447241683801112,0.10447241683801112,5
Random Forest,SRS2822279,3.2179496076709286,3.145904875646618,-0.07204473202431042,0.07450132714817234,5
Random Forest,SRS2822280,3.311934297361879,3.1992167814278556,-0.11271751593402354,0.11271751593402354,5
Random Forest,SRS2822298,2.977861427839513,2.896450250678683,-0.08141117716082995,0.08141117716082995,5
Raw shallow RA,SRS2821816,3.174848225895889,3.1489583180633702,-0.025889907832518856,0.030685261469482316,5
Raw shallow RA,SRS2821824,3.4537163680090437,3.3990454010934834,-0.05467096691556037,0.05467096691556037,5
Raw shallow RA,SRS2821835,2.7253114315116016,2.6920712936193882,-0.03324013789221327,0.04081655201735712,5
Raw shallow RA,SRS2821843,3.379942388428442,3.317867846353014,-0.06207454207542797,0.06207454207542797,5
Raw shallow RA,SRS2821844,3.4805031286652524,3.4346511726745037,-0.04585195599074865,0.04585195599074865,5
Raw shallow RA,SRS2821854,3.422749112640522,3.3917738982064036,-0.03097521443411786,0.034015615491821374,5
Raw shallow RA,SRS2821860,2.9598632000423652,2.9225579724634194,-0.03730522757894592,0.0383137395893578,5
Raw shallow RA,SRS2821870,3.3197674260836236,3.282075625813178,-0.0376918002704457,0.0376918002704457,5
Raw shallow RA,SRS2821871,3.434337626242874,3.383989770830587,-0.050347855412287146,0.050347855412287146,5
Raw shallow RA,SRS2821875,3.2179023694310005,3.1693385917002086,-0.04856377773079146,0.05655482886534724,5
Raw shallow RA,SRS2821881,2.5284546435717288,2.5181227691760304,-0.010331874395698205,0.017954304096192874,5
Raw shallow RA,SRS2821890,3.2880674917812507,3.2647975637959954,-0.0232699279852552,0.04183661689958953,5
Raw shallow RA,SRS2821892,3.450241682393245,3.3987145293954684,-0.05152715299777651,0.05254371362928669,5
Raw shallow RA,SRS2821893,3.2783868350618013,3.262785779288868,-0.015601055772932693,0.01983354199163978,5
Raw shallow RA,SRS2821894,2.9487470361045385,2.944459399546191,-0.0042876365583475184,0.008943590010826785,5
Raw shallow RA,SRS2821901,3.090178040670294,3.043082840297117,-0.04709520037317727,0.04709520037317727,5
Raw shallow RA,SRS2821905,2.3639771050524616,2.334656921297743,-0.029320183754718697,0.030240006411218268,5
Raw shallow RA,SRS2821908,2.453441032208195,2.411454879343082,-0.041986152865113355,0.042689660484776314,5
Raw shallow RA,SRS2821916,2.578932471189274,2.5333711519924362,-0.04556131919683777,0.05209738156213541,5
Raw shallow RA,SRS2821919,3.115879903888599,3.086176431611315,-0.029703472277284072,0.042549537499577995,5
Raw shallow RA,SRS2821925,2.3384173215938433,2.3387304115713485,0.00031308997750523204,0.019595468999570275,5
Raw shallow RA,SRS2821928,3.4164346339162313,3.3870148614983555,-0.029419772417875568,0.029573333054866157,5
Raw shallow RA,SRS2821931,3.0526872981463375,3.0025934063261106,-0.05009389182022676,0.05009389182022676,5
Raw shallow RA,SRS2821932,3.390980587522818,3.3279366475686403,-0.06304393995417748,0.06304393995417748,5
Raw shallow RA,SRS2821946,2.6444980510980605,2.631391217243031,-0.013106833855029443,0.027591277499297285,5
Raw shallow RA,SRS2821968,3.032601993006085,3.00481043861772,-0.02779155438836538,0.02779155438836538,5
Raw shallow RA,SRS2821969,2.4320319922418987,2.3852705184599348,-0.046761473781964026,0.046761473781964026,5
Raw shallow RA,SRS2821970,3.4657580878589256,3.42479945807509,-0.04095862978383593,0.04095862978383593,5
Raw shallow RA,SRS2821972,3.413670781005888,3.34609948138261,-0.06757129962327824,0.06757129962327824,5
Raw shallow RA,SRS2821987,2.8812514319372973,2.866313060739846,-0.014938371197451516,0.03358532020410436,5
Raw shallow RA,SRS2821991,2.9805544008474225,2.9450879430606944,-0.03546645778672826,0.038126440657445394,5
Raw shallow RA,SRS2822000,3.34289234206564,3.3150608771305876,-0.02783146493505235,0.04028802288909503,5
Raw shallow RA,SRS2822019,3.1139665345047525,3.056032737730873,-0.05793379677387982,0.05793379677387982,5
Raw shallow RA,SRS2822023,3.134208059024172,3.101443018793352,-0.03276504023082003,0.0393106759470407,5
Raw shallow RA,SRS2822025,3.117088219918426,3.092239724363071,-0.024848495555354955,0.025172174173805663,5
Raw shallow RA,SRS2822026,2.829339902746498,2.8321975227385203,0.0028576199920220093,0.014985082794932048,5
Raw shallow RA,SRS2822053,2.664611428402899,2.6256032819164252,-0.03900814648647426,0.04078432245220309,5
Raw shallow RA,SRS2822060,2.4478443529040574,2.416997059097642,-0.03084729380641509,0.03578285116066589,5
Raw shallow RA,SRS2822063,2.5139087327763376,2.4788999433797314,-0.03500878939660597,0.05110053649931627,5
Raw shallow RA,SRS2822068,3.109956045955932,3.0754383059012556,-0.03451774005467643,0.03481829649625281,5
Raw shallow RA,SRS2822077,2.702068618432534,2.6699155938170995,-0.03215302461543459,0.03215302461543459,5
Raw shallow RA,SRS2822080,2.768238207565341,2.7469524055518626,-0.021285802013478693,0.026110616284573673,5
Raw shallow RA,SRS2822089,3.3832583694269935,3.344884670561895,-0.03837369886509885,0.03837369886509885,5
Raw shallow RA,SRS2822111,2.8611464909844337,2.836339312060781,-0.024807178923652716,0.03909201404379816,5
Raw shallow RA,SRS2822116,2.82737878440335,2.8042368481067,-0.023141936296650466,0.031044410400533896,5
Raw shallow RA,SRS2822120,3.3836043951613917,3.3314347669244797,-0.05216962823691178,0.05572978682939338,5
Raw shallow RA,SRS2822122,3.070984392409383,3.040851867637005,-0.030132524772377954,0.030132524772377954,5
Raw shallow RA,SRS2822125,2.6698426233594805,2.6637380891610456,-0.006104534198435018,0.014470957395608863,5
Raw shallow RA,SRS2822129,3.4551728977876524,3.3884573611388737,-0.06671553664877869,0.06671553664877869,5
Raw shallow RA,SRS2822133,3.4200752073630327,3.3686809850045725,-0.05139422235845945,0.052129254987901955,5
Raw shallow RA,SRS2822136,2.6450815883691248,2.621397287261331,-0.023684301107793536,0.036970400465768806,5
Raw shallow RA,SRS2822149,2.9201903956302875,2.8941010703913763,-0.026089325238911165,0.045111925414947504,5
Raw shallow RA,SRS2822153,3.405508472101198,3.3821281316595146,-0.023380340441683422,0.03027521225466039,5
Raw shallow RA,SRS2822168,2.4419744313290503,2.4341188690993816,-0.007855562229668855,0.031478627895572764,5
Raw shallow RA,SRS2822180,2.4467500333402774,2.427102462934542,-0.019647570405735327,0.019647570405735327,5
Raw shallow RA,SRS2822183,3.5571692560223966,3.502056782941146,-0.055112473081250536,0.055112473081250536,5
Raw shallow RA,SRS2822185,3.4924850436163126,3.463024826633073,-0.029460216983239373,0.034093564262416984,5
Raw shallow RA,SRS2822218,2.6142413719020747,2.5935279770621342,-0.020713394839940325,0.028448433965521946,5
Raw shallow RA,SRS2822220,3.15202772335828,3.1112869008413417,-0.04074082251693785,0.04074082251693785,5
Raw shallow RA,SRS2822230,3.129526357812949,3.094588294165827,-0.03493806364712171,0.03950412330277313,5
Raw shallow RA,SRS2822236,2.758678151660981,2.733022663442729,-0.025655488218252122,0.037475898208951273,5
Raw shallow RA,SRS2822240,2.518745363861797,2.514994080186117,-0.0037512836756799393,0.026490053259715207,5
Raw shallow RA,SRS2822243,2.9965740748605794,2.9861765291141302,-0.010397545746449044,0.026322414258827375,5
Raw shallow RA,SRS2822253,3.323932394625328,3.288049788913164,-0.03588260571216369,0.03588260571216369,5
Raw shallow RA,SRS2822256,2.832763944560189,2.7958440733148775,-0.0369198712453116,0.0369198712453116,5
Raw shallow RA,SRS2822262,2.832128864141114,2.8155411637173966,-0.01658770042371769,0.016982382635060224,5
Raw shallow RA,SRS2822268,2.8038321473150463,2.780167770862594,-0.02366437645245263,0.02842723532649245,5
Raw shallow RA,SRS2822269,2.830398377321229,2.7752009769141996,-0.055197400407029654,0.055197400407029654,5
Raw shallow RA,SRS2822275,2.907589981626485,2.869680342279458,-0.03790963934702711,0.03790963934702711,5
Raw shallow RA,SRS2822279,3.2179496076709286,3.1845917352269657,-0.03335787244396275,0.04881503511957934,5
Raw shallow RA,SRS2822280,3.311934297361879,3.269390334353571,-0.04254396300830834,0.05070906680596039,5
Raw shallow RA,SRS2822298,2.977861427839513,2.956545314347516,-0.021316113491996535,0.02675359879205308,5
Training-mean RA,SRS2821816,3.174848225895889,3.638289850366288,0.46344162447039894,0.46344162447039894,5
Training-mean RA,SRS2821824,3.4537163680090437,3.638289850366288,0.18457348235724425,0.18457348235724425,5
Training-mean RA,SRS2821835,2.7253114315116016,3.638289850366288,0.9129784188546864,0.9129784188546864,5
Training-mean RA,SRS2821843,3.379942388428442,3.638289850366288,0.25834746193784586,0.25834746193784586,5
Training-mean RA,SRS2821844,3.4805031286652524,3.638289850366288,0.15778672170103603,0.15778672170103603,5
Training-mean RA,SRS2821854,3.422749112640522,3.638289850366288,0.2155407377257661,0.2155407377257661,5
Training-mean RA,SRS2821860,2.9598632000423652,3.638289850366288,0.6784266503239227,0.6784266503239227,5
Training-mean RA,SRS2821870,3.3197674260836236,3.638289850366288,0.3185224242826643,0.3185224242826643,5
Training-mean RA,SRS2821871,3.434337626242874,3.638289850366288,0.20395222412341374,0.20395222412341374,5
Training-mean RA,SRS2821875,3.2179023694310005,3.638289850366288,0.4203874809352879,0.4203874809352879,5
Training-mean RA,SRS2821881,2.5284546435717288,3.638289850366288,1.1098352067945592,1.1098352067945592,5
Training-mean RA,SRS2821890,3.2880674917812507,3.638289850366288,0.35022235858503725,0.35022235858503725,5
Training-mean RA,SRS2821892,3.450241682393245,3.638289850366288,0.1880481679730428,0.1880481679730428,5
Training-mean RA,SRS2821893,3.2783868350618013,3.638289850366288,0.35990301530448665,0.35990301530448665,5
Training-mean RA,SRS2821894,2.9487470361045385,3.638289850366288,0.6895428142617495,0.6895428142617495,5
Training-mean RA,SRS2821901,3.090178040670294,3.638289850366288,0.5481118096959938,0.5481118096959938,5
Training-mean RA,SRS2821905,2.3639771050524616,3.638289850366288,1.2743127453138263,1.2743127453138263,5
Training-mean RA,SRS2821908,2.453441032208195,3.638289850366288,1.184848818158093,1.184848818158093,5
Training-mean RA,SRS2821916,2.578932471189274,3.638289850366288,1.0593573791770141,1.0593573791770141,5
Training-mean RA,SRS2821919,3.115879903888599,3.638289850366288,0.5224099464776888,0.5224099464776888,5
Training-mean RA,SRS2821925,2.3384173215938433,3.638289850366288,1.2998725287724446,1.2998725287724446,5
Training-mean RA,SRS2821928,3.4164346339162313,3.638289850366288,0.22185521645005668,0.22185521645005668,5
Training-mean RA,SRS2821931,3.0526872981463375,3.638289850366288,0.5856025522199504,0.5856025522199504,5
Training-mean RA,SRS2821932,3.390980587522818,3.638289850366288,0.2473092628434701,0.2473092628434701,5
Training-mean RA,SRS2821946,2.6444980510980605,3.638289850366288,0.9937917992682275,0.9937917992682275,5
Training-mean RA,SRS2821968,3.032601993006085,3.638289850366288,0.6056878573602029,0.6056878573602029,5
Training-mean RA,SRS2821969,2.4320319922418987,3.638289850366288,1.2062578581243892,1.2062578581243892,5
Training-mean RA,SRS2821970,3.4657580878589256,3.638289850366288,0.1725317625073619,0.1725317625073619,5
Training-mean RA,SRS2821972,3.413670781005888,3.638289850366288,0.22461906936040021,0.22461906936040021,5
Training-mean RA,SRS2821987,2.8812514319372973,3.638289850366288,0.7570384184289907,0.7570384184289907,5
Training-mean RA,SRS2821991,2.9805544008474225,3.638289850366288,0.6577354495188654,0.6577354495188654,5
Training-mean RA,SRS2822000,3.34289234206564,3.638289850366288,0.29539750830064815,0.29539750830064815,5
Training-mean RA,SRS2822019,3.1139665345047525,3.638289850366288,0.5243233158615355,0.5243233158615355,5
Training-mean RA,SRS2822023,3.134208059024172,3.638289850366288,0.5040817913421161,0.5040817913421161,5
Training-mean RA,SRS2822025,3.117088219918426,3.638289850366288,0.5212016304478619,0.5212016304478619,5
Training-mean RA,SRS2822026,2.829339902746498,3.638289850366288,0.8089499476197899,0.8089499476197899,5
Training-mean RA,SRS2822053,2.664611428402899,3.638289850366288,0.9736784219633886,0.9736784219633886,5
Training-mean RA,SRS2822060,2.4478443529040574,3.638289850366288,1.1904454974622305,1.1904454974622305,5
Training-mean RA,SRS2822063,2.5139087327763376,3.638289850366288,1.1243811175899503,1.1243811175899503,5
Training-mean RA,SRS2822068,3.109956045955932,3.638289850366288,0.528333804410356,0.528333804410356,5
Training-mean RA,SRS2822077,2.702068618432534,3.638289850366288,0.9362212319337537,0.9362212319337537,5
Training-mean RA,SRS2822080,2.768238207565341,3.638289850366288,0.8700516428009468,0.8700516428009468,5
Training-mean RA,SRS2822089,3.3832583694269935,3.638289850366288,0.2550314809392944,0.2550314809392944,5
Training-mean RA,SRS2822111,2.8611464909844337,3.638289850366288,0.7771433593818542,0.7771433593818542,5
Training-mean RA,SRS2822116,2.82737878440335,3.638289850366288,0.8109110659629376,0.8109110659629376,5
Training-mean RA,SRS2822120,3.3836043951613917,3.638289850366288,0.25468545520489627,0.25468545520489627,5
Training-mean RA,SRS2822122,3.070984392409383,3.638289850366288,0.567305457956905,0.567305457956905,5
Training-mean RA,SRS2822125,2.6698426233594805,3.638289850366288,0.9684472270068074,0.9684472270068074,5
Training-mean RA,SRS2822129,3.4551728977876524,3.638289850366288,0.18311695257863558,0.18311695257863558,5
Training-mean RA,SRS2822133,3.4200752073630327,3.638289850366288,0.21821464300325566,0.21821464300325566,5
Training-mean RA,SRS2822136,2.6450815883691248,3.638289850366288,0.993208261997163,0.993208261997163,5
Training-mean RA,SRS2822149,2.9201903956302875,3.638289850366288,0.7180994547360005,0.7180994547360005,5
Training-mean RA,SRS2822153,3.405508472101198,3.638289850366288,0.2327813782650896,0.2327813782650896,5
Training-mean RA,SRS2822168,2.4419744313290503,3.638289850366288,1.1963154190372376,1.1963154190372376,5
Training-mean RA,SRS2822180,2.4467500333402774,3.638289850366288,1.1915398170260105,1.1915398170260105,5
Training-mean RA,SRS2822183,3.5571692560223966,3.638289850366288,0.0811205943438913,0.0811205943438913,5
Training-mean RA,SRS2822185,3.4924850436163126,3.638289850366288,0.1458048067499753,0.1458048067499753,5
Training-mean RA,SRS2822218,2.6142413719020747,3.638289850366288,1.0240484784642132,1.0240484784642132,5
Training-mean RA,SRS2822220,3.15202772335828,3.638289850366288,0.4862621270080081,0.4862621270080081,5
Training-mean RA,SRS2822230,3.129526357812949,3.638289850366288,0.5087634925533391,0.5087634925533391,5
Training-mean RA,SRS2822236,2.758678151660981,3.638289850366288,0.8796116987053072,0.8796116987053072,5
Training-mean RA,SRS2822240,2.518745363861797,3.638289850366288,1.1195444865044908,1.1195444865044908,5
Training-mean RA,SRS2822243,2.9965740748605794,3.638289850366288,0.6417157755057086,0.6417157755057086,5
Training-mean RA,SRS2822253,3.323932394625328,3.638289850366288,0.3143574557409603,0.3143574557409603,5
Training-mean RA,SRS2822256,2.832763944560189,3.638289850366288,0.8055259058060988,0.8055259058060988,5
Training-mean RA,SRS2822262,2.832128864141114,3.638289850366288,0.8061609862251737,0.8061609862251737,5
Training-mean RA,SRS2822268,2.8038321473150463,3.638289850366288,0.8344577030512417,0.8344577030512417,5
Training-mean RA,SRS2822269,2.830398377321229,3.638289850366288,0.8078914730450588,0.8078914730450588,5
Training-mean RA,SRS2822275,2.907589981626485,3.638289850366288,0.7306998687398027,0.7306998687398027,5
Training-mean RA,SRS2822279,3.2179496076709286,3.638289850366288,0.4203402426953593,0.4203402426953593,5
Training-mean RA,SRS2822280,3.311934297361879,3.638289850366288,0.3263555530044089,0.3263555530044089,5
Training-mean RA,SRS2822298,2.977861427839513,3.638289850366288,0.6604284225267749,0.6604284225267749,5
XGBoost,SRS2821816,3.174848225895889,2.993192594809495,-0.1816556310863941,0.1816556310863941,5
XGBoost,SRS2821824,3.4537163680090437,3.3226832575562013,-0.13103311045284194,0.13103311045284194,5
XGBoost,SRS2821835,2.7253114315116016,2.7001112247761934,-0.025200206735408237,0.025200206735408237,5
XGBoost,SRS2821843,3.379942388428442,3.2487556946402094,-0.13118669378823283,0.13118669378823283,5
XGBoost,SRS2821844,3.4805031286652524,3.3374243772124523,-0.1430787514527995,0.1430787514527995,5
XGBoost,SRS2821854,3.422749112640522,3.296263133359292,-0.1264859792812291,0.1264859792812291,5
XGBoost,SRS2821860,2.9598632000423652,2.8884233172676197,-0.07143988277474556,0.07143988277474556,5
XGBoost,SRS2821870,3.3197674260836236,3.2169726097728386,-0.10279481631078494,0.10279481631078494,5
XGBoost,SRS2821871,3.434337626242874,3.249958874745181,-0.18437875149769348,0.18437875149769348,5
XGBoost,SRS2821875,3.2179023694310005,3.182163303264677,-0.03573906616632305,0.04507349597122614,5
XGBoost,SRS2821881,2.5284546435717288,2.5392668486304535,0.010812205058724622,0.01694757612226212,5
XGBoost,SRS2821890,3.2880674917812507,3.2598812584872947,-0.02818623329395633,0.03243990771736653,5
XGBoost,SRS2821892,3.450241682393245,3.3359929568361304,-0.11424872555711482,0.11424872555711482,5
XGBoost,SRS2821893,3.2783868350618013,3.1934652765244094,-0.08492155853739218,0.08492155853739218,5
XGBoost,SRS2821894,2.9487470361045385,2.8328360468123384,-0.11591098929219985,0.11591098929219985,5
XGBoost,SRS2821901,3.090178040670294,2.872095342242,-0.21808269842829428,0.21808269842829428,5
XGBoost,SRS2821905,2.3639771050524616,2.2713335325876507,-0.09264357246481074,0.09264357246481074,5
XGBoost,SRS2821908,2.453441032208195,2.326687111272868,-0.126753920935327,0.126753920935327,5
XGBoost,SRS2821916,2.578932471189274,2.6568570010055264,0.07792452981625261,0.07792452981625261,5
XGBoost,SRS2821919,3.115879903888599,2.9912272428882622,-0.12465266100033681,0.12465266100033681,5
XGBoost,SRS2821925,2.3384173215938433,2.53341947359828,0.19500215200443655,0.19500215200443655,5
XGBoost,SRS2821928,3.4164346339162313,3.3176303717965583,-0.09880426211967279,0.09880426211967279,5
XGBoost,SRS2821931,3.0526872981463375,2.9317676280585014,-0.12091967008783593,0.12091967008783593,5
XGBoost,SRS2821932,3.390980587522818,3.2455296147855863,-0.14545097273723143,0.14545097273723143,5
XGBoost,SRS2821946,2.6444980510980605,2.6130331091958845,-0.03146494190217615,0.0360187200672752,5
XGBoost,SRS2821968,3.032601993006085,2.854763948683066,-0.17783804432301906,0.17783804432301906,5
XGBoost,SRS2821969,2.4320319922418987,2.6166750413326154,0.18464304909071708,0.18464304909071708,5
XGBoost,SRS2821970,3.4657580878589256,3.3617848472609033,-0.10397324059802279,0.10397324059802279,5
XGBoost,SRS2821972,3.413670781005888,3.3144581172143655,-0.09921266379152271,0.09921266379152271,5
XGBoost,SRS2821987,2.8812514319372973,2.7884139127167304,-0.09283751922056674,0.09283751922056674,5
XGBoost,SRS2821991,2.9805544008474225,2.916180148309338,-0.06437425253808478,0.06437425253808478,5
XGBoost,SRS2822000,3.34289234206564,3.2473087173685955,-0.0955836246970442,0.0955836246970442,5
XGBoost,SRS2822019,3.1139665345047525,2.970402651618415,-0.14356388288633726,0.14356388288633726,5
XGBoost,SRS2822023,3.134208059024172,3.0273228344922716,-0.10688522453190012,0.10688522453190012,5
XGBoost,SRS2822025,3.117088219918426,3.03702205794817,-0.08006616197025584,0.08006616197025584,5
XGBoost,SRS2822026,2.829339902746498,2.699202350948495,-0.13013755179800315,0.13013755179800315,5
XGBoost,SRS2822053,2.664611428402899,2.685988510576254,0.02137708217335472,0.02206209193304982,5
XGBoost,SRS2822060,2.4478443529040574,2.8110271352744864,0.363182782370429,0.363182782370429,5
XGBoost,SRS2822063,2.5139087327763376,2.8160056119853243,0.30209687920898665,0.30209687920898665,5
XGBoost,SRS2822068,3.109956045955932,2.9918540909880122,-0.11810195496791964,0.11810195496791964,5
XGBoost,SRS2822077,2.702068618432534,2.6805539870005886,-0.0215146314319453,0.026176006298777744,5
XGBoost,SRS2822080,2.768238207565341,2.8392823494290567,0.07104414186371563,0.07104414186371563,5
XGBoost,SRS2822089,3.3832583694269935,3.2814497841636703,-0.10180858526332334,0.10180858526332334,5
XGBoost,SRS2822111,2.8611464909844337,2.7347437949716027,-0.12640269601283097,0.12640269601283097,5
XGBoost,SRS2822116,2.82737878440335,2.7783211253608027,-0.04905765904254755,0.04905765904254755,5
XGBoost,SRS2822120,3.3836043951613917,3.240276869999145,-0.14332752516224662,0.14332752516224662,5
XGBoost,SRS2822122,3.070984392409383,2.9929922909913316,-0.07799210141805117,0.07799210141805117,5
XGBoost,SRS2822125,2.6698426233594805,2.656090308354447,-0.013752315005033555,0.015780928853569964,5
XGBoost,SRS2822129,3.4551728977876524,3.3207760350935502,-0.13439686269410195,0.13439686269410195,5
XGBoost,SRS2822133,3.4200752073630327,3.331954228400883,-0.08812097896214892,0.08812097896214892,5
XGBoost,SRS2822136,2.6450815883691248,2.5537619836434287,-0.0913196047256963,0.0913196047256963,5
