metric,direction,method_A,method_B,comparison,n_paired_samples,mean_method_A,mean_method_B,mean_oriented_improvement_B_over_A,mean_improvement_ci_low,mean_improvement_ci_high,median_oriented_improvement_B_over_A,median_improvement_ci_low,median_improvement_ci_high,relative_improvement_percent_B_over_A,rank_biserial_effect_B_over_A,wilcoxon_statistic,p_raw,p_holm_within_metric,p_holm_formatted,significance
RAD_head_MAE_log10,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,0.02990922687714892,0.04235792184471096,-0.012448694967562042,-0.0175347511208877,-0.008222382112017163,-0.005480328499413701,-0.008065208725165501,-0.0034525525056036486,-41.62158727370189,-0.9398782343987824,79.0,4.195293685296147e-12,1.2585881055888441e-11,<0.001,***
RAD_head_MAE_log10,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.030377095307933675,0.04235792184471096,-0.011980826536777293,-0.016892870525615493,-0.007823534154937936,-0.005180050611147399,-0.008571718197558347,-0.002889292219641449,-39.44032968039647,-0.9010654490106544,130.0,3.047750791038637e-11,6.095501582077274e-11,<0.001,***
RAD_middle_MAE_log10,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,1.489344105903436,0.40491404822350396,1.0844300576799322,0.9854099701557297,1.1791753446283502,1.0938387350280743,1.0217837328516808,1.249779928472351,72.81259269644184,0.997716894977169,3.0,1.8818774510349353e-13,1.1291264706209612e-12,<0.001,***
RAD_middle_MAE_log10,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,1.489344105903436,0.43043460854170207,1.058909497361734,0.958015090537442,1.1571292868713063,1.0455074887482634,0.9719243106703119,1.2152239794054869,71.09904911594622,0.9969558599695586,4.0,1.9626118592755537e-13,1.1291264706209612e-12,<0.001,***
RAD_middle_MAE_log10,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.40491404822350396,0.43043460854170207,-0.025520560318198084,-0.031195350330677142,-0.019599313964825307,-0.022552253095531993,-0.0312741040808599,-0.019580538238607753,-6.302710520952657,-0.8683409436834094,173.0,1.5241083812028077e-10,4.572325143608423e-10,<0.001,***
RAD_tail_MAE_log10,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,1.2776889897972699,0.9977086348210593,0.27998035497621054,0.08999860367389288,0.4745284741776433,0.26120196260147666,0.020948252434217995,0.45849978941347025,21.913028695710594,0.3599695585996956,841.0,0.007946582993533157,0.015893165987066315,0.016,*
RAD_tail_MAE_log10,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,1.2776889897972699,1.031880004525094,0.24580898527217598,0.04878169154569194,0.4440861673726297,0.23565870003625378,-0.042468190447955856,0.4375930414714214,19.238561749771222,0.3143074581430746,901.0,0.020469470468367057,0.020469470468367057,0.020,*
RAD_tail_MAE_log10,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.9977086348210593,1.031880004525094,-0.03417136970403452,-0.0388062789533255,-0.029711930467425058,-0.03204649221269262,-0.03772420919000263,-0.024981641605577087,-3.4249848614534004,-1.0,0.0,1.658751802376397e-13,9.952510814258381e-13,<0.001,***
Top1_cumulative_error,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,0.007337563462439373,0.008817523330136556,-0.0014799598676971833,-0.002049576599260288,-0.0009202388962994447,-0.0013815309999275,-0.0020146514229198997,-0.0006637537311496994,-20.169636355079238,-0.6073059360730594,516.0,7.529924961583828e-06,7.529924961583828e-06,<0.001,***
Top1_cumulative_error,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,0.007337563462439373,0.03553890416934174,-0.028201340706902365,-0.03679913649859813,-0.02063731973764842,-0.01391273156997795,-0.025006840439519548,-0.009465588388157,-384.3420346721857,-0.923896499238965,100.0,9.58531218811501e-12,3.834124875246004e-11,<0.001,***
Top1_cumulative_error,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.008817523330136556,0.03553890416934174,-0.02672138083920518,-0.03503843756055643,-0.019258380863930807,-0.01443565651361195,-0.024470944726283,-0.009857768889932499,-303.04859810097435,-0.8736681887366818,166.0,1.1773524673927539e-10,2.3547049347855077e-10,<0.001,***
Top5_cumulative_error,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,0.009251998562207082,0.013517983414262072,-0.00426598485205499,-0.005361642621860985,-0.003211132506403159,-0.0039594728133212995,-0.0054368256107669,-0.0030236845197963505,-46.108792855641454,-0.8006088280060882,262.0,3.5586628920331517e-09,7.117325784066303e-09,<0.001,***
Top5_cumulative_error,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,0.009251998562207082,0.023980720908578796,-0.014728722346371717,-0.018797840781045086,-0.011011038202366397,-0.00966249064798045,-0.01300473904257485,-0.007365623043017199,-159.19503496829498,-0.9071537290715372,122.0,2.2448799291044373e-11,6.734639787313312e-11,<0.001,***
Top5_cumulative_error,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.013517983414262072,0.023980720908578796,-0.010462737494316724,-0.01443754876642924,-0.007009566929373978,-0.0050266004087096,-0.009691200837148799,-0.0027243609990655494,-77.39865609894204,-0.7336377473363774,350.0,6.31401006766101e-08,6.31401006766101e-08,<0.001,***
Top10_cumulative_error,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,0.008086466572495184,0.015376984884540658,-0.007290518312045473,-0.008400869020073795,-0.006181445959853863,-0.0076293596033873996,-0.008719038808108051,-0.00585697221705955,-90.15703270007943,-0.9657534246575342,45.0,1.0696110365437484e-12,3.2088331096312455e-12,<0.001,***
Top10_cumulative_error,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,0.008086466572495184,0.018656431874634012,-0.01056996530213883,-0.012715067418290324,-0.008480926238896085,-0.009983262638485847,-0.012385831308824,-0.0062565924035446,-130.71179120545514,-0.939117199391172,80.0,4.365001193735156e-12,8.730002387470312e-12,<0.001,***
Top10_cumulative_error,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.015376984884540658,0.018656431874634012,-0.003279446990093357,-0.005387209501198275,-0.001386706703253954,-0.0027359714714942493,-0.004058258086950699,-0.0004877518167129987,-21.326983246178294,-0.3926940639269406,798.0,0.003783936347952581,0.003783936347952581,0.004,**
Shannon_absolute_error,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,0.03984966043697988,0.08301215778747137,-0.04316249735049149,-0.04733258555943415,-0.03884394396331257,-0.04575785521311784,-0.050407184619878954,-0.041096234662722705,-108.31333787335701,-0.9863013698630136,18.0,3.5222945447482905e-13,1.056688363424487e-12,<0.001,***
Shannon_absolute_error,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,0.03984966043697988,0.11494770024708595,-0.07509803981010607,-0.09137330306298076,-0.06047460120708713,-0.0632148498815358,-0.07337831300644351,-0.05797890780542214,-188.45339956878587,-0.9703196347031964,39.0,8.37283288315434e-13,1.674566576630868e-12,<0.001,***
Shannon_absolute_error,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.08301215778747137,0.11494770024708595,-0.03193554245961458,-0.04832218934802374,-0.017061574291863592,-0.01739128796582455,-0.02762711933843932,-0.008918467570511804,-38.47092198395361,-0.5015220700152208,655.0,0.00021721417952022502,0.00021721417952022502,<0.001,***
Simpson_absolute_error,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,0.003327844930867231,0.004996703277703143,-0.0016688583468359125,-0.002057090105381975,-0.0012870087564665173,-0.0015496345697486496,-0.0018484751574922,-0.0012629654325337497,-50.14832065510368,-0.8881278538812786,147.0,5.7983270250812946e-11,1.1596654050162589e-10,<0.001,***
Simpson_absolute_error,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,0.003327844930867231,0.016706521387380293,-0.013378676456513064,-0.01843820307851048,-0.008862750302617158,-0.00462704824436475,-0.00725128582967045,-0.00298193323369245,-402.02223163765626,-0.9360730593607306,84.0,5.113734152522624e-12,1.5341202457567872e-11,<0.001,***
Simpson_absolute_error,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,0.004996703277703143,0.016706521387380293,-0.011709818109677151,-0.01668232396203265,-0.007244200823326048,-0.00304454569601755,-0.00662662436123095,-0.0018323107276592,-234.3508801479173,-0.7838660578386606,284.0,7.468096293402004e-09,7.468096293402004e-09,<0.001,***
richness_1read_absolute_error,lower,Raw shallow RA,Random Forest,Random Forest vs Raw shallow RA,72,16.62777777777778,6.605555555555554,10.02222222222222,8.44986111111111,11.625069444444444,10.0,8.6,12.399999999999999,60.27397260273973,0.94558599695586,71.5,3.1089846171370115e-12,1.8653907702822068e-11,<0.001,***
richness_1read_absolute_error,lower,Raw shallow RA,XGBoost,XGBoost vs Raw shallow RA,72,16.62777777777778,7.0055555555555555,9.622222222222222,7.974930555555556,11.277847222222222,9.9,9.0,11.899999999999999,57.86835950551287,0.926056338028169,94.5,1.1887943715080106e-11,4.7551774860320424e-11,<0.001,***
richness_1read_absolute_error,lower,Random Forest,XGBoost,XGBoost vs Random Forest,72,6.605555555555554,7.0055555555555555,-0.39999999999999997,-0.7472222222222222,-0.05555555555555553,-0.30000000000000004,-0.6999999999999993,0.0,-6.055508830950399,-0.3341614906832298,804.0,0.01579018742421884,0.01579018742421884,0.016,*
